change_24h,market_cap,name,price,volume_24h
+3.97%,$7.21 M,Suiswap,$0.0008158,"$55,909"
-0.29%,$7.34 M,EML Protocol,$0.1846,"$267,241"
-3.75%,$7.26 M,RedFOX Labs,$0.005534,$4.64 M
-0.61%,$7.23 M,analoS,$0.00008806,"$17,038"
-0.72%,$7.25 M,Beethoven X,$0.03921,"$135,781"
+3.39%,$7.24 M,Wombat Web 3 Gaming Platform,$0.001663,N/A
+0.00%,$7.24 M,Factom,$0.6921,$6.54 M
+0.99%,$7.25 M,NADA Protocol Token,$0.00606,"$499,534"
-1.07%,$7.22 M,PolkaFoundry,$0.06297,N/A
+0.00%,$7.22 M,Insights Network,$0.03668,"$841,622"
+24.54%,$7.31 M,Thena,$0.4778,"$219,318"
-4.27%,$7.19 M,GMCoin,$0.1746,"$115,734"
-1.82%,$7.15 M,Presearch,$0.01803,N/A
+1.31%,$7.14 M,Venus LTC,$1.72,$3.25 M
-5.63%,$7.12 M,Script Network,$0.02299,"$184,037"
+2.28%,$7.13 M,Flamengo Fan Token,$0.5487,N/A
+0.00%,$7.12 M,Bloomzed Loyalty Club Ticket,$0.1875,"$461,677"
-6.77%,$7.1 M,Affyn,$0.02797,$185
+1.71%,$7.07 M,AladdinDAO,$0.04718,"$91,545"
-0.24%,$7.05 M,Chirpley,$0.01706,"$85,532"
-8.18%,$7.06 M,Netvrk,$0.1397,"$58,597"
-0.64%,$7.02 M,Darwinia Network,$0.003944,"$69,369"
-1.21%,$7.02 M,Shade Protocol,$2.51,N/A
+0.00%,$7.01 M,Fast Access Blockchain,$0.2475,N/A
+0.00%,$7 M,Open Governance Token,$0.6033,"$361,297"
-0.44%,$7 M,XDEFI Wallet,$0.0798,"$137,828"
+1.41%,$6.98 M,WHALE,$0.6985,"$194,826"
-1.00%,$6.99 M,Wrapped Conflux,$0.2245,"$51,439"
+0.49%,$6.98 M,Muse,$13.73,$10.27 M
+59.07%,$6.84 M,neversol,$0.00009495,$75
+0.02%,$6.96 M,QuadrantProtocol,$0.006958,$2.19 M
+9.73%,$6.99 M,Artyfact Metaverse,$0.5963,N/A
+0.00%,$6.94 M,LUSD Chicken Bonds,$1.18,"$11,200"
-9.09%,$6.94 M,dHedge DAO,$0.1357,"$184,535"
-0.11%,$6.91 M,Domi Online,$0.01974,"$444,442"
-7.48%,$6.9 M,Dypius,$0.3562,$8.84 M
-2.77%,$6.84 M,Bubble,$0.008454,$1.72 M
+2.08%,$6.88 M,Thetan Arena,$0.06053,"$1,445"
+1.00%,$7.05 M,Bitcoin 2,$0.3866,"$5,885"
-1.11%,$6.84 M,AurusGOLD,$73.23,"$446,772"
-14.58%,$6.6 M,Baby Trump,$0.01618,"$14,121"
-1.13%,$6.83 M,ONINO,$0.1894,"$296,256"
+0.21%,$6.89 M,ShareToken,$0.002909,"$81,915"
+0.37%,$6.79 M,HAVAH,$0.0149,"$16,494"
+1.04%,$6.78 M,Unibright,$0.04517,"$1,011"
+0.03%,$6.76 M,AmonD,$0.0009426,N/A
+0.01%,$6.76 M,BigONE Token,$0.0007159,"$563,950"
-2.34%,$6.8 M,Veloce,$0.04855,"$119,434"
-3.07%,$6.71 M,Indigo Protocol,$1.30,"$4,629"
"+24,198.76%",$6.69 M,Digital Fitness,$0.2369,N/A
+0.00%,$6.68 M,KARMA,$0.001226,"$753,514"
-2.79%,$6.63 M,PAWSWAP,$0.00000001546,"$12,426"
-10.12%,$6.66 M,Regen Network,$0.04487,"$16,838"
+2.45%,$6.79 M,Metaverse Index,$41.72,$3.76 M
-7.27%,$6.57 M,Blocery,$0.007997,"$97,221"
-1.88%,$6.63 M,Cogito Protocol,$0.06852,N/A
+0.00%,$6.64 M,stake.link,$0.4748,$2.35 M
+6.18%,$6.97 M,NEST Protocol,$0.002394,"$717,059"
-8.43%,$6.59 M,Skey Network,$0.03628,$1.22 M
-2.19%,$6.6 M,Strike,$1.32,"$591,366"
-4.36%,$6.53 M,Bridge Oracle,$0.0008164,$3.45 M
-6.12%,$6.48 M,WeWay,$0.004496,"$1,112"
-4.16%,$6.56 M,Pallapay,$0.008824,"$17,117"
+0.85%,$6.54 M,Namecoin,$0.4438,"$9,635"
-5.45%,$6.52 M,Ari10,$0.008844,"$92,176"
+1.29%,$6.51 M,Husky Avax,$0.00000007366,N/A
+0.01%,$6.47 M,Venus DAI,$0.02355,N/A
-2.17%,$6.43 M,GensoKishi Metaverse,$0.02384,"$9,147"
+3.81%,$6.37 M,Minted,$0.03442,"$43,212"
+0.00%,$6.41 M,Emirex Token,$0.235,"$7,829"
+1.07%,$6.39 M,UFC Fan Token,$0.5938,N/A
+0.00%,$6.38 M,ZIMBOCASH,$0.004009,"$797,031"
+0.28%,$6.36 M,Pundi X PURSE,$0.0002316,"$814,585"
+0.04%,$6.36 M,Celo Euro,$1.09,$912
-1.17%,$6.3 M,Juicebox,$0.003234,N/A
+0.00%,$6.28 M,Sether,$0.312,"$135,432"
+5.54%,$6.39 M,Beam,$0.04241,"$551,099"
-1.60%,$6.19 M,WOM Protocol,$0.0329,"$15,591"
+2.93%,$6.57 M,Ridotto,$0.02071,"$126,265"
-7.70%,$6.24 M,DinoLFG,$0.01994,$11.33 M
+0.52%,$6.21 M,AS Roma Fan Token,$3.28,N/A
+0.00%,$6.16 M,SpankChain,$0.007053,$14
+2.19%,$6.15 M,Rainbow Token,$0.03125,"$101,604"
+3.51%,$6.14 M,Index Coop,$31.55,"$30,728"
-1.05%,$6.12 M,Govi,$0.225,"$16,310"
-0.28%,$6.09 M,Pintu Token,$0.2609,N/A
+0.00%,$6.07 M,GPEX,$0.7799,"$3,004"
-0.27%,$6.06 M,Dogebonk,$0.00000001039,"$15,475"
+15.52%,$6.11 M,The Big Five Token,$0.00007403,N/A
+0.00%,$6.06 M,ASSAPLAY,$0.005944,N/A
+0.00%,$6.05 M,Exponential Capital,$0.000007405,"$6,285"
+0.29%,$6 M,ION,$281.69,"$59,241"
-3.90%,$5.98 M,PureFi Protocol,$0.1023,"$183,292"
-2.32%,$5.99 M,Chumbi Valley,$0.0003071,"$3,380"
-0.21%,$6.03 M,GooseFX,$0.01964,"$7,816"
+4.80%,$5.93 M,Notional Finance,$0.1261,$1.37 M
+13.26%,$6.04 M,HUND MEME COIN,$0.01549,"$406,705"
+17.61%,$5.54 M,Omax Token,$0.0006391,"$283,236"
-4.77%,$5.89 M,Orbofi AI,$0.01423,"$404,397"
-4.14%,$5.71 M,Tamadoge,$0.004101,$1.6 M
-3.36%,$5.92 M,BoringDAO,$0.003781,"$62,896"
+0.68%,$5.82 M,Rain Coin,$5.82,N/A
+0.00%,$5.88 M,AlgoVest,$1.80,"$14,888"
+3.57%,$5.88 M,Lush AI,$0.001231,$310
+0.00%,$5.87 M,AAG Ventures,$0.01297,"$381,677"
+7.96%,$6.03 M,SHOPX,$0.01259,$1
+22.54%,$5.86 M,Staked WEMIX,$1.64,$1.18 M
+26.54%,$5.94 M,Gorilla,$0.006982,"$2,444"
+1.14%,$5.83 M,Zenon,$0.9207,$994
+0.42%,$5.75 M,Dope Wars Paper,$0.006339,"$64,441"
+3.14%,$5.71 M,3space Art,$0.08645,"$698,414"
+7.75%,$5.51 M,Humanode,$0.1727,"$46,494"
-2.01%,$5.68 M,DUST Protocol,$0.2969,"$863,098"
-1.77%,$5.67 M,Milady Wif Hat,$0.00002267,"$14,580"
-3.54%,$6 M,Polkaswap,$0.001672,"$1,312"
-9.20%,$5.58 M,Dacxi,$0.0006199,"$31,397"
+0.94%,$5.57 M,PlayFuel,$0.01114,"$170,241"
-4.49%,$5.61 M,Coinye West,$0.007,"$612,361"
-10.45%,$5.57 M,Panda Swap,$0.006896,"$23,820"
+4.30%,$5.56 M,Effect Network,$0.02205,"$72,635"
+2.00%,$5.56 M,Algebra,$0.01567,"$111,586"
-0.99%,$5.53 M,ACA Token,$0.1061,"$1,021"
+4.81%,$5.52 M,Nash,$0.1305,"$26,464"
+1.43%,$5.5 M,0Chain,$0.1137,"$227,564"
-23.49%,$5.52 M,Ÿ,$0.0607,"$452,698"
-2.67%,$5.48 M,dAppstore,$0.009815,$2.91 M
+3.93%,$5.47 M,Galaxis,$0.01691,"$1,803"
-0.37%,$5.43 M,Onooks,$0.4837,"$18,755"
+3.11%,$5.43 M,OBORTECH,$0.02752,$7.71 M
-0.92%,$5.42 M,Bitrue Coin,$0.04126,"$27,322"
-3.19%,$5.57 M,BlueMove,$0.0374,N/A
+0.00%,$5.41 M,HorusPay,$0.006202,"$3,489"
+1.50%,$5.41 M,Etherisc DIP Token,$0.02256,$59
+2.00%,$5.37 M,TurtleCoin,$0.0000388,"$3,443"
+7.36%,$5.45 M,Banana,$0.8532,$1.33 M
-9.99%,$5.5 M,SolCex,$0.01099,$13
+10.06%,$5.33 M,e-Gulden,$0.2539,"$152,357"
-2.50%,$5.32 M,Dark Frontiers,$0.03072,"$16,984"
+1.70%,$5.32 M,AshSwap,$0.0186,"$42,461"
-1.22%,$5.32 M,Hydranet,$0.03359,"$95,202"
-2.33%,$5.31 M,Gains Associates,$0.1371,"$1,590"
+0.16%,$5.29 M,Yoshi.exchange,$0.03429,"$646,314"
+0.06%,$5.23 M,Bitcoin Bam,$0.5093,"$28,437"
-2.83%,$5.22 M,Bytecoin,$0.00002835,"$1,415"
+0.69%,$5.22 M,Merchant Token,$0.08823,"$7,394"
+0.00%,$5.24 M,Lucro,$0.00005239,$438
+1.94%,$5.21 M,SAFE DEAL,$0.2354,"$150,112"
+0.08%,$5.19 M,Vai,$1.00,"$537,362"
-3.67%,$5.14 M,Honk,$0.005588,"$77,188"
+4.15%,$5.15 M,Yield Yak,$515.44,"$19,724"
+3.13%,$5.13 M,Vertcoin,$0.07376,"$91,772"
+5.24%,$5.11 M,Bumper,$0.02625,$1.16 M
+12.34%,$5.38 M,Hamster,$0.000000002256,"$99,915"
-3.22%,$5.03 M,Saber,$0.002235,$11.18 M
+3.10%,$5.06 M,IMPT,$0.003833,$1.31 M
-0.16%,$5.04 M,GemHUB,$0.07231,"$555,974"
-0.00%,$5.01 M,SunContract,$0.06872,N/A
+1.60%,$5.01 M,Offshift,$0.5135,"$67,443"
+1.08%,$4.99 M,Meanfi,$0.0255,"$38,179"
+4.16%,$4.74 M,Gary Banking,$0.0004514,"$166,946"
-0.99%,$4.96 M,Plugin,$0.03276,"$138,646"
+0.13%,$4.95 M,Titan Trading Platform,$0.495,"$113,845"
+3.46%,$4.94 M,LightLink,$0.06047,"$123,290"
-11.81%,$4.93 M,SaitaRealty,$0.00008103,"$21,774"
-7.14%,$4.92 M,Hourglass,$0.05035,N/A
+0.74%,$4.93 M,Mint Club,$0.000004738,"$105,014"
-3.16%,$4.75 M,Velhalla,$0.002002,"$138,011"
+12.08%,$4.86 M,holoride,$0.005673,"$81,625"
+0.97%,$4.87 M,Rai Reflex Index,$2.85,"$80,933"
-2.82%,$4.85 M,GoChain,$0.003829,$260
-0.27%,$4.83 M,DXdao,$205.98,"$50,757"
-2.00%,$4.8 M,Klaydice,$0.02581,$5.37 M
+24.70%,$4.84 M,DOGEMOB,$0.009694,"$12,929"
-0.71%,$4.79 M,Safemars,$0.00000001251,"$119,553"
-1.18%,$4.79 M,Orbit Chain,$0.007341,"$75,534"
+2.43%,$4.66 M,Bitcoin Standard Hashrate Token,$0.3822,N/A
+0.00%,$4.73 M,Nation3,$451.77,"$4,650"
+2.29%,$4.67 M,KLEVA Protocol,$0.09619,$1.09 M
+0.41%,$4.71 M,Giant Mammoth,$0.02878,"$29,248"
-2.31%,$4.71 M,Mute,$0.1177,"$33,431"
+0.24%,$4.69 M,ProximaX,$0.0007234,"$171,075"
+1.40%,$4.67 M,MultiVAC,$0.001302,"$235,320"
-2.09%,$4.61 M,Umbrella Network,$0.01574,"$47,236"
-1.06%,$4.69 M,Vesper,$0.5171,"$919,368"
-5.66%,$4.66 M,K9 Finance,$0.00003419,"$154,780"
+1.81%,$4.67 M,BLOCX.,$0.0832,"$1,674"
-2.65%,$4.66 M,PRIZM,$0.001203,"$105,741"
-1.96%,$4.64 M,Gamestarter,$0.1524,$8.9 M
+3.99%,$4.68 M,Legends of Elumia,$0.008819,"$224,142"
-0.08%,$4.64 M,Crypterium,$0.04899,"$347,768"
+0.15%,$4.65 M,BabySwap,$0.00749,"$4,434"
+1.45%,$4.62 M,Robo Inu Finance,$0.0000000000799,$4.11 M
-3.97%,$4.56 M,Angola,$0.009585,"$26,847"
-0.56%,$4.64 M,FreeRossDAO,$0.0006012,N/A
+2.12%,$4.61 M,Chainbing,$0.1396,$1.47 M
-0.06%,$4.6 M,Gold Fever,$0.1122,N/A
+0.00%,$4.6 M,ProxyNode,$0.02355,N/A
+11.79%,$4.59 M,Envision,$0.1062,"$1,495"
+0.96%,$4.59 M,QUIDD,$0.0175,"$403,455"
-2.45%,$4.59 M,UnityMeta,$194.84,N/A
+0.00%,$4.56 M,NaPoleonX,$0.1801,"$115,364"
+0.95%,$4.55 M,Aston Villa Fan Token,$0.8304,"$414,668"
-6.67%,$4.51 M,Dypius,$0.04666,N/A
+0.00%,$4.53 M,VICUNA,$0.03412,N/A
+1.40%,$4.52 M,TENT,$0.1169,"$4,520"
-1.85%,$4.51 M,Vabble,$0.004886,"$14,556"
+7.91%,$5.42 M,Revain,$0.00006368,"$103,295"
+1.52%,$4.51 M,Perion,$0.3369,"$56,422"
+2.12%,$4.52 M,Anchor Protocol,$0.01291,"$636,589"
-0.54%,$4.5 M,Everton Fan Token,$1.08,$2.34 M
+6.65%,$4.49 M,Sylo,$0.001848,$4.46 M
-0.01%,$4.48 M,Coupon Assets,$0.463,"$136,694"
-7.43%,$4.47 M,Bullieverse,$0.006158,N/A
-0.20%,$4.47 M,OEC BTC,"$61,919.21",N/A
+18.08%,$4.65 M,Carnomaly,$0.00295,"$118,008"
-8.75%,$4.4 M,MContent,$0.000000001195,"$54,465"
+1.16%,$4.45 M,Exeedme,$0.04868,"$84,635"
-6.22%,$4.43 M,AI Network,$0.01732,"$142,294"
+8.49%,$4.43 M,Penpie,$2.94,"$143,416"
+1.69%,$4.42 M,SENSO,$0.06292,"$32,550"
-0.72%,$4.42 M,STFX,$0.02544,"$27,449"
+2.27%,$4.4 M,Navcoin,$0.05716,"$5,958"
+11.60%,$4.82 M,Wownero,$0.07288,$2.08 M
-3.61%,$4.43 M,JetTon Game,$1.93,"$7,562"
-0.77%,$4.39 M,Giddy,$0.004385,N/A
+10.13%,$4.36 M,Tokenomy,$0.03776,"$821,100"
+0.99%,$4.37 M,PolkaBridge,$0.05827,"$12,233"
-1.15%,$4.33 M,Mozaic,$0.04701,"$186,845"
+5.91%,$4.33 M,Metavault Trade,$1.72,$1.03 M
+1.03%,$4.28 M,Napoli Fan Token,$2.01,"$794,347"
+0.28%,$4.3 M,Crypton,$0.4295,"$4,474"
+3.44%,$4.31 M,Comdex,$0.02472,N/A
+0.00%,$4.28 M,CWV Chain,$0.001209,N/A
+0.00%,$4.28 M,STEM CELL COIN,$0.01333,"$172,922"
-0.59%,$4.23 M,DAD,$0.006228,"$21,895"
+0.05%,$4.26 M,Parrot USD,$1.01,N/A
-0.14%,$4.26 M,ODUWA,$0.2816,"$222,352"
-2.69%,$4.25 M,Media Network,$17.02,"$221,160"
+20.25%,$4.24 M,ClinTex CTi,$0.03409,$103
-0.04%,$4.2 M,Dopex Rebate Token,$3.08,"$243,666"
+45.57%,$4.29 M,Battle World,$0.005527,"$206,530"
+0.25%,$4.17 M,Gulf Coin,$0.02764,"$80,329"
+0.34%,$4.14 M,Hermes Protocol,$0.0379,"$26,478"
-1.15%,$4.16 M,Chain Games,$0.01241,$4.57 M
-3.11%,$4.16 M,DOSE,$0.004879,"$20,652"
-1.43%,$4.15 M,DOGAMÍ,$0.008293,$2.23 M
+9.05%,$4.15 M,Galactic Quadrant Ecosystem,$0.0007002,N/A
+0.00%,$4.14 M,#MetaHash,$0.001066,"$261,618"
+1.49%,$4.15 M,Wasder,$0.006952,$309
+0.96%,$4.14 M,AXIS Token,$0.01292,"$13,076"
+1.53%,$4.13 M,Staked NEAR,$9.83,"$21,117"
+4.35%,$4.14 M,Raptoreum,$0.0009885,"$182,106"
+1.10%,$4.17 M,Polkadex,$0.4984,"$300,480"
-5.69%,$4.12 M,Panther Protocol,$0.01228,"$80,775"
+1.30%,$4.12 M,Bondly,$0.004188,"$101,423"
+4.31%,$4.11 M,SmartMesh,$0.002467,"$15,086"
-0.86%,$4.1 M,Particl,$0.2918,N/A
+0.00%,$4.1 M,Restart Energy MWAT,$0.008194,"$103,655"
+6.12%,$4.15 M,GNY,$0.02155,"$29,962"
+1.15%,$4.09 M,Mobius,$0.00795,"$2,782"
+3.92%,$4.08 M,Metronome,$0.7519,$255
+0.00%,$4.07 M,ETHAX,$0.0299,$438
-2.62%,$4.06 M,Epic Cash,$0.2351,N/A
+0.19%,$4.03 M,Occam.Fi,$0.1589,"$17,387"
+0.73%,$4.05 M,DEUS Finance,$29.15,$9.69 M
+4.78%,$4 M,Electric Vehicle Zone,$0.009029,"$135,294"
+2.97%,$4 M,MM Finance,$0.004715,"$209,428"
+5.04%,$3.98 M,Geeq,$0.1033,"$27,329"
+1.85%,$3.98 M,Haven Protocol,$0.08852,"$13,359"
+2.20%,$3.97 M,Xaya,$0.07211,"$703,470"
-1.60%,$3.91 M,GALAXIA,$0.001553,"$233,581"
+3.86%,$3.91 M,XRP Healthcare,$0.0553,"$123,061"
-5.37%,$3.9 M,Retreeb,$0.007136,"$128,809"
+0.20%,$3.88 M,KINE,$0.1918,"$6,348"
-7.79%,$3.88 M,Rari Governance Token,$0.3108,N/A
+0.00%,$3.87 M,Lotto,$0.001937,"$171,827"
-10.40%,$3.85 M,ZoidPay,$0.009816,"$1,422"
-2.05%,$3.86 M,Shiryo-Inu,$0.00000000000393,"$15,944"
-9.80%,$3.69 M,Parallel Protocol,$0.007043,$1 M
+18.81%,$3.88 M,BeFi Labs,$0.08163,"$460,690"
-0.03%,$3.81 M,Captain Tsubasa,$0.02129,"$31,554"
+0.43%,$3.81 M,BBS Network,$0.02324,"$6,330"
+0.09%,$3.81 M,Edgevana Staked SOL,$193.74,"$46,383"
+0.78%,$3.79 M,Jones DAO,$0.7362,N/A
+0.00%,$3.81 M,Florin,$27.84,"$170,086"
+1.43%,$3.78 M,Horizon Protocol,$0.03129,"$2,375"
-0.74%,$3.79 M,Meta Apes,$0.02474,N/A
+1.68%,$3.79 M,Wrapped Bitcoin Cash,$473.19,"$70,356"
-1.91%,$3.78 M,MetaBeat,$0.008469,"$180,367"
-2.51%,$3.78 M,Juggernaut,$0.03105,"$377,430"
-6.94%,$3.79 M,Meme Ai,$0.005207,"$8,486"
+11.21%,$3.75 M,Raven Protocol,$0.0008463,"$138,709"
-1.81%,$3.76 M,ACENT,$0.0062,"$210,636"
-2.29%,$3.73 M,Aether Games,$0.04644,$1.06 M
-3.11%,$3.74 M,Sin City Metaverse,$0.005706,"$414,873"
+1.62%,$3.73 M,X2Y2,$0.009885,$179
+6.05%,$3.73 M,FUTURECOIN,$0.09673,N/A
+1.78%,$3.73 M,yAxis,$4.00,"$146,609"
-1.16%,$3.73 M,xFund,$373.80,"$186,751"
+0.37%,$3.73 M,WeFi,$0.08896,N/A
+0.00%,$3.73 M,DOC.COM,$0.004799,"$3,165"
-0.30%,$3.72 M,B-cube.ai,$0.1371,$535
-0.10%,$3.71 M,Morpheus Labs,$0.007126,"$16,808"
-1.22%,$3.71 M,ETHERLAND,$0.09596,"$64,878"
+3.27%,$3.67 M,Cryowar,$0.01411,"$239,055"
+1.02%,$3.69 M,LootBot,$0.4494,"$22,201"
+2.76%,$3.68 M,DxChain Token,$0.00007358,N/A
-0.07%,$3.68 M,youves,$0.9607,$3.72 M
-4.39%,$3.66 M,Walken,$0.005241,"$227,150"
+2.06%,$3.67 M,REV3AL,$0.01002,N/A
+0.13%,$3.65 M,Wrapped Zedxion,$0.2532,N/A
"+1,834.89%",$3.65 M,Kylin,$0.01349,"$25,326"
-1.14%,$3.64 M,NFT-MAKER,$0.00193,"$137,621"
-7.18%,$3.61 M,Cashaa,$0.003612,N/A
-0.10%,$3.63 M,TriumphX,$0.0007091,"$241,911"
+0.70%,$3.63 M,GAMI World,$0.0841,"$170,597"
+1.66%,$3.61 M,X World Games,$0.001057,"$199,702"
+10.84%,$3.64 M,XELS,$0.1927,$8
-0.07%,$3.62 M,NerveNetwork,$0.01308,"$1,473"
+17.61%,$3.69 M,PKT,$0.0008692,$351
+2.93%,$3.62 M,Burrow,$0.005972,$145
+0.02%,$3.61 M,Pegaxy,$0.008454,"$162,634"
-6.32%,$3.59 M,WeSendit,$0.01211,$97
+2.36%,$3.57 M,Umami Finance,$3.96,$48
-5.21%,$3.58 M,Sphere Finance,$0.0004668,N/A
+0.00%,$3.58 M,PathDAO,$0.008145,"$4,551"
+10.20%,$3.73 M,HeroesTD,$0.01663,"$27,103"
-27.12%,$3.57 M,WhiteCoin,$0.004668,"$899,585"
+0.06%,$3.53 M,StreamCoin,$0.002363,"$127,881"
+7.92%,$3.6 M,Grin,$0.03666,"$455,148"
+0.00%,$3.53 M,Ankr Staked BNB,$753.42,"$149,994"
-4.46%,$3.52 M,Unbound,$0.001111,"$359,487"
-3.30%,$3.5 M,Veritise,$0.0156,"$9,868"
+2.83%,$3.51 M,Sensi,$0.01651,N/A
+0.00%,$3.49 M,BOX Token,$0.03494,"$27,512"
-5.37%,$3.49 M,SELO+,$0.05833,"$119,365"
+3.01%,$3.48 M,HeadStarter,$0.02305,$10.56 M
+14.56%,$4.02 M,Art de Finance,$0.02226,"$3,175"
-0.10%,$3.49 M,Wrapped Huobi Token,$3.48,$128
-9.29%,$3.47 M,Ignis,$0.00456,$11.4 M
+17.54%,$3.45 M,DeChat,$0.704,"$6,492"
+2.14%,$3.47 M,Solarbeam,$0.1666,"$13,480"
-0.28%,$3.44 M,DogeGF,$0.0000000001291,$165
-0.24%,$3.43 M,PORNROCKET,$0.000000008941,"$2,981"
-6.77%,$3.42 M,Lucidao,$0.01236,"$48,912"
-0.97%,$3.43 M,Minto,$0.5919,$259
-25.06%,$3.41 M,Litecoin Cash,$0.004255,"$97,350"
+1.16%,$3.41 M,Hosky Token,$0.00000001495,"$48,559"
-5.03%,$3.37 M,MARS4,$0.001356,"$30,029"
+3.46%,$3.36 M,Blocto Token,$0.01429,"$13,605"
-2.64%,$3.35 M,CumInu,$0.0003441,"$231,752"
+2.42%,$3.34 M,Rubic,$0.02023,"$531,536"
-10.48%,$3.32 M,Satoshi Island,$0.4652,"$424,051"
+1.26%,$3.34 M,Alvey Chain,$0.01044,"$145,370"
+0.34%,$3.32 M,Betswap.gg,$0.001298,"$121,578"
+1.95%,$3.3 M,Alfa Romeo Racing ORLEN Fan Token,$0.602,$16
+0.00%,$3.31 M,ASTA,$0.001574,N/A
+4.89%,$3.29 M,PoolTogether,$0.5703,N/A
-0.27%,$3.28 M,Monolith,$0.09041,"$3,094"
-5.43%,$3.27 M,Unification,$0.09488,N/A
+0.00%,$3.26 M,mStable USD,$0.9988,"$27,727"
-6.61%,$3.26 M,Oath,$0.02169,"$7,297"
-4.09%,$3.23 M,Friends With Benefits Pro,$5.40,"$33,737"
-0.24%,$3.25 M,Djed,$0.986,"$33,489"
+0.01%,$3.21 M,STIMA,$1.01,"$1,753"
+13.27%,$3.39 M,Samsunspor Fan Token,$1.32,"$7,705"
-9.37%,$3.19 M,BaaSid,$0.0004982,N/A
+0.00%,$3.18 M,Carbon Credit,$0.1873,N/A
+0.00%,$3.18 M,Tadpole Finance,$5.26,N/A
+0.00%,$3.18 M,IXO,$0.03668,"$395,133"
-0.70%,$3.18 M,Uno Re,$0.0406,"$506,681"
+0.51%,$3.18 M,Wrapped Moonbeam,$0.3287,"$57,707"
-3.06%,$3.17 M,Morra,$0.008369,"$79,285"
+0.77%,$3.13 M,Dfyn Network,$0.01858,"$191,875"
-2.10%,$3.08 M,RunesBridge,$0.05096,"$7,526"
+6.39%,$3.14 M,Kitty Inu,$0.000004291,"$643,491"
-3.19%,$3.16 M,Minu,$0.0000005305,"$109,780"
+6.95%,$3.16 M,Sheboshis,$158.17,$154
-36.28%,$3.12 M,NewYork Exchange,$0.4402,$475
-32.27%,$3.12 M,Bitcoin Pro,$24.20,"$256,634"
+0.67%,$3.12 M,Noggles,$0.0001077,$91
-2.52%,$3.12 M,Empowa,$0.09031,N/A
-0.00%,$3.09 M,LockTrip,$0.1872,"$6,179"
-1.44%,$3.09 M,ECO,$0.01299,"$311,187"
-0.34%,$3.05 M,DAFI Protocol,$0.003163,"$16,982"
+0.04%,$3.08 M,Grizzly Honey,$2.30,$238
+1.22%,$3.08 M,StakeWise,"$3,802.00",$976
-0.15%,$3.08 M,BigShortBets,$0.45,"$68,091"
+5.24%,$3.13 M,CheckDot,$0.4041,$2.27 M
-5.00%,$3.08 M,VinuChain,$0.04421,N/A
+0.00%,$3.05 M,Voice Token,$86.94,"$692,383"
+0.95%,$3.05 M,Cipher,$0.0004722,"$557,771"
+6.15%,$3.07 M,Dotmoovs,$0.004194,"$5,770"
-1.50%,$3.04 M,Wrapped Klaytn,$0.213,"$34,392"
-0.01%,$3.04 M,Footballcoin,$0.008114,$999
+3.28%,$3.03 M,BetSwirl,$0.000618,"$317,039"
-8.84%,$3.02 M,FireStarter,$0.04417,"$9,387"
-4.24%,$3.02 M,MESSIER,$0.000003417,"$20,827"
-4.16%,$3.02 M,Crowny,$0.006529,"$594,027"
-6.32%,$2.89 M,KittenWifHat,$0.003019,"$97,729"
+6.14%,$2.99 M,Flare Finance,$0.06169,"$237,198"
-12.38%,$3.04 M,HAMI,$0.003378,"$13,159"
+15.63%,$3 M,SALT,$0.02498,"$213,911"
+10.07%,$2.99 M,Netswap,$0.3214,"$1,366"
+1.34%,$2.96 M,EnreachDAO,$1.34,"$85,123"
+0.72%,$2.93 M,Mineral,$0.0003658,"$1,306"
-3.81%,$2.9 M,Lattice Token,$0.1013,"$44,690"
+0.91%,$2.87 M,BinaryX,$1.09,"$140,062"
-8.36%,$2.88 M,Luna Inu,$0.000000003849,"$2,286"
-3.78%,$2.88 M,Minter Network,$0.0003506,$1.2 M
-1.60%,$2.8 M,WAM,$0.006029,"$228,529"
+2.28%,$2.84 M,SYL,$0.0003608,"$24,472"
+2.28%,$2.83 M,saffron.finance,$30.93,$2.75 M
+1.44%,$2.81 M,Polkacity,$0.01481,"$207,981"
+2.76%,$2.83 M,hi Dollar,$0.0005183,"$115,653"
-4.19%,$2.79 M,Calamari Network,$0.0009774,"$374,456"
-5.07%,$2.46 M,Populous,$0.04615,N/A
+0.00%,$2.8 M,SafeMoon,$0.000000004985,N/A
-0.09%,$2.8 M,VestChain,$0.0007091,"$13,393"
-9.67%,$2.41 M,Coconut Chicken,$0.0002578,"$436,722"
+0.90%,$2.78 M,Gym Network,$0.02231,N/A
+0.00%,$2.77 M,Binapet,$0.08638,N/A
-0.55%,$2.77 M,Venus SXP,$0.006989,"$20,756"
-3.36%,$2.77 M,Strips Finance,$0.6723,"$358,198"
-0.51%,$2.77 M,LUCA,$0.7674,"$102,757"
-1.45%,$2.77 M,Verse,$0.0002157,"$343,973"
-0.57%,$2.76 M,Vidya,$0.07286,"$847,129"
-0.06%,$2.76 M,ProBit Token,$0.09977,N/A
+0.00%,$2.75 M,CitaDAO,$0.002288,"$64,876"
-3.62%,$2.74 M,Rebel Bots,$0.02224,$819
+3.56%,$2.73 M,Interport Token,$0.2996,N/A
+0.00%,$2.73 M,B.Protocol,$0.578,"$82,111"
+11.30%,$2.73 M,Long,$0.000003457,"$2,733"
+5.52%,$2.72 M,Niftyx Protocol,$0.05291,"$75,527"
+33.53%,$2.7 M,Deri Protocol,$0.02169,"$31,428"
